store_name,company,revenue_monthly,amazon_start,phone,directors,email,province,category,subcategory,seller_url,mercantile_registry,business_address,follow_up,action_label,status,import_email
Homanage,PBDC Retail SL,5552.81,,+34689460151,,pbdcretail@gmail.com,SEVILLA,Hogar y cocina,Gafas de seguridad,https://www.amazon.es/sp?seller=A2NY8LJ4RONUEX,B21634209,"Calle Calahoya nº36, MAIRENA DEL ALJARAFE, SEVILLA, 41927, ES","Se hace primera marcacion, Buzon de mensajes. 20-07-2026 se hace envio por WhatsApp, primer mensaje.",,pendiente,jose@libertyseller.com
NEXES INNOVA,"NEXES INNOVA, S.L",5570.05,,+34644331661,,nexesinnova23@gmail.com,BARCELONA,Electrónica,Radios AM/FM portátiles,https://www.amazon.es/sp?seller=A2FQ4TUQLUD2RS,B13984547,"ROSARI 20 1 B, VILADECAVALLS, BARCELONA, 08232, ES","Se hace primera marcacion, se tiene contacto con el cliente mas sin embargo se corta la comunicación. 20-07-2026. Se hace envio de mensaje por WhatsA",,pendiente,jose@libertyseller.com
LA CASA DE LIBROS,Nuevo CL SLU,5589.45,,+34665355329,ZAKIA MALALE (Administrador único),info@lecturaparatodos.es,BARCELONA,Libros,Cómics y novelas gráficas,https://www.amazon.es/sp?seller=A31ODKV6XR2PEK,B66171273,"cami de Sant Jaume s/n Poligono Industrial can Boades, castellgali, barcelona, 08297, ES","Se hace primera marcacion , cliente responde no le interesa ya tienen todo resuelto, indica que no tiene tiempo. 20-07-2026.",,pendiente,jose@libertyseller.com
CASAS GREEN HOUSE,GREEN HOUSE DE LLIRIA S.L,5610.0,,+34644348290,COTANDA VALERO JOSE LUIS (Administrador solidario); COTANDA SANTAPAU IGNACIO PATRICIO (Administrador solidario),italia@casasgreenhouse.com,VALENCIA,Juguetes y juegos,Casas de juguete,https://www.amazon.es/sp?seller=A3T390X7R6GRV1,"Registro Mercantil de Valencia, TOMO 8112, LIBRO 5405, FOLIO 175, HOJA V103710, INSCRIPCIÓN 1.","CALLE VALENCIA 54, LLIRIA, VALENCIA, 46160, ES","Se hace primera marcación 20-07-2026 cliente contesta indica que no esta interesado, pide que se le envie toda la informacion al correo.",,pendiente,jose@libertyseller.com
Kadusi,Joan Duaso Ortiz,5645.09,,+34 691637583,,info@kadusi.com,BARCELONA,Hogar y cocina,Telas para manualidades,https://www.amazon.es/sp?seller=A3PA9T9UYCB40O,45466200F,"Calle Portal Nou, 39, 2 2 E, 45466200F, Terrassa, Barcelona, 08221, ES","Se hace primera marcacion, Buzon de mensajes. 20-07-2026 se hace envio por WhatsApp, primer mensaje.",,pendiente,jose@libertyseller.com
Johnson Fitness & Wellness (Entregas pie de calle),"JOHNSON HEALTH TECHNOLOGIES IBERICA, SL",5668.83,,+34646756020,COLL BENEGAS SANTIAGO EDUARDO. (Apoderado); MOYANO GOMEZ FRANCISCO DE PAULA. (Apoderado); MONTAVA LLORENS JOSE (Secretario no consejero); CELA FERREIRO JOSE MANUEL (Secretario no consejero); CARRASCO MARTINEZ ROSA-MARIA (Secretario no consejero); BURTON JAMES (Presidente),laura.quesada@jht.es,MADRID,Deportes y aire libre,Bicicletas estáticas y de spinning para fitness,https://www.amazon.es/sp?seller=A1GC9L8FXWH2HC,ESB83859355,"Avenida Sol, Torrejón de Ardoz, Madrid, 28850, ES",Se hace primera marcación 20-07-2026 cliente contesta indica que no esta interesada.,,pendiente,jose@libertyseller.com
Farma Market,DISTRO SEFAR SLU,5689.94,,+34674920842,PUGA CALS NATALIA SIMONA (Socio único); MARTIN OLMOS ENRIQUE (Apoderado solidario); ORTEGA COBO MARIA VICTORIA (Apoderado solidario),nath.puga@hotmail.com,SEVILLA,Salud y cuidado personal,Soluciones de limpieza y remojo para lentes de contacto,https://www.amazon.es/sp?seller=A3BTB7RT2EMVPQ,B18425298,"Avenida Republica Argentina 29 Planta 3 Puerta 10, Bormujos, Sevilla, 41930, ES","Se hace primera marcacion, Buzon de mensajes. 20-07-2026 se hace envio por WhatsApp, primer mensaje. Sesion para 27 de Julio 14:00-14:30 Asiste Natalia Puga y Compañero de Marketing, identificar las vías de optimización disponibles para su marca y aumentar ventas en Amazon.",,pendiente,jose@libertyseller.com
The Nut Club,sabana foods s.l.,5721.49,,+34680145513,SOLANELLAS JUNCOSA JORDI (Administrador solidario); BELL-LLOCH CODONY LAIA (Administrador solidario),marketing@thenutclub.es,TARRAGONA,Alimentación y Bebidas,Mantequillas a base de frutos secos,https://www.amazon.es/sp?seller=AS0P1U590WI65,B02941938,"Klaus Fischer, 14-16, Mont-roig del Camp, tarragona, 43300, ES","Se hace primera marcacion, Buzon de mensajes. 20-07-2026 se hace envio por WhatsApp, primer mensaje.",,pendiente,jose@libertyseller.com
SILVERSTORE-PRO SPANI,AMZECOMER S.L,5752.09,,+34662528296,,amzecomer@my.com,ESPAÑA,Productos para mascotas,Accesorios para el pelo para perros,https://www.amazon.es/sp?seller=A13SIM5YBXUQ1V,B56705775,"Avenida Maisonnave, 41 3B, Alicante, ESPAÑA, 03003, ES","Se hace primera marcacion, Buzon de mensajes. 20-07-2026 se hace envio por WhatsApp, primer mensaje.",,pendiente,jose@libertyseller.com
BOGAS ELECTRONICS,José Antonio Bogas Mesones,5763.02,,+34618542456,,jabogas0@gmail.com,PENÍNSULA Y BALEARES,Bricolaje y herramientas,Interruptores diferenciales,https://www.amazon.es/sp?seller=A19P8ENLWRQW8F,ES02612715F,"CALLE PATERNA NUM 3 PUERTA 6, Godella, Península y Baleares, 46110, ES","Se hace primera marcacion , cliente responde no le interesa ya tienen todo resuelto, indica que no tiene tiempo. 20-07-2026.",,pendiente,jose@libertyseller.com
ZAPASGUAPAS,O-BI OINETAKOAK S L,5770.95,,+34686794458,GURRUTXAGA MALKORRA ASIER (Administrador solidario); GURRUTXAGA MALKORRA OSKARBI (Administrador solidario),amazonberria@zapatosguapos.com,GUIPUZCOA,Moda,Sandalias de vestir para mujer,https://www.amazon.es/sp?seller=A2U8RIJAJ4HL15,B75014373,"Calle Mallutz 5, Pabellon 25, Ordizia, Guipuzcoa, 20240, ES","Se hace primera marcacion, Buzon de mensajes. 20-07-2026",,pendiente,jose@libertyseller.com
Natursenior,Family Nutrition SL,5791.8,,+593961930398,sin cargos relevantes,amazon53@performanze.io,BURGOS,Alimentación y Bebidas,Platos de carne envasados,https://www.amazon.es/sp?seller=A1ALMG4CWX7F72,B10680700,"Calle Guardia Civil 1 planta7, Burgos, Burgos, 09004, ES",Ese formato de número no es válido,,pendiente,jose@libertyseller.com
Zarafarma Milerton Geriland,GERILAND 2003 SL,5796.77,,+34610283084,SEMPERE FUNCIA RAFAEL (Administrador único),geriland@gmail.com,ESPAÑA,Belleza,Filtros solares corporales,https://www.amazon.es/sp?seller=A315SZKVU9UYUO,B50955780,"AVDA. CESAR AUGUSTO 47, LOCAL, ZARAGOZA, ESPAÑA, 50003, ES","Se hace primera marcacion, Buzon de mensajes. 20-07-2026",,pendiente,jose@libertyseller.com
Lara Andalucía,LARA ANDALUCIA S.A.,5822.48,,954436611.0,ALMIRALL SOTERAS ALBERTO (Consejero); AMIGO ANGOSTO PEDRO (Consejero); AMIGO MEIS CARLOS (Administrador único),dfernandez@laraandalucia.com,SEVILLA,Oficina y papelería,Cintas de etiquetas,https://www.amazon.es/sp?seller=AUS1IHD7820JE,A08616724,"POL.IND.STORE,CALLE GRAMIL, 56, SEVILLA, SEVILLA, 41008, ES","Se hace primera marcacion, Buzon de mensajes. 20-07-2026",,pendiente,jose@libertyseller.com
RP | Material Eléctrico y Fontanería,"Electricidad R. Puerta, S. A.",5836.75,,+34933951698,GIMENEZ TARIFA MATILDE DOLORES. (Administrador único); PUERTA ESPINOSA RAFAEL (Apoderado solidario); GIMENEZ TARIFA MATILDE DOLORES (Administrador único),marketplace@gruporp.es,BARCELONA,Bricolaje y herramientas,Interruptores diferenciales,https://www.amazon.es/sp?seller=A24PQLIJNWXYAL,A08919490,"Carrer lAcer 25, ESA08919490, Badalona, Barcelona, 08915, ES",,,pendiente,jose@libertyseller.com
PF TECHNOLOGIES,PF TECHNOLOGIES CAMPE SL,5853.66,,+34689285497,PEREZ GARCIA YAGO. (Administrador solidario); CANTELAR CES PEDRO (Administrador solidario); PEREZ CANTELAR MARCOS (Administrador solidario),pf.tech.service@gmail.com,LA CORUÑA,Jardín,Kits de cultivo en casa,https://www.amazon.es/sp?seller=ANAW3M0PF4FC8,B02808483,"Lugar de Barquiña, SN, Negreira, La Coruña, 15830, ES",,,pendiente,jose@libertyseller.com
MAMAPAS,"MAMAPAS IMPORT, S.L",5866.89,,+34670881772,sin cargos relevantes,carlos@mamapas.com,SEVILLA,Hogar y cocina,Ayudas para la memoria en suministros y equipo médicos,https://www.amazon.es/sp?seller=AR5RIQXR08SK8,B44750362,"Calle Morón 6, Sevilla, Sevilla, 41013, ES",,,pendiente,jose@libertyseller.com
BEFERENT COMPANY SL,BEFERENT COMPANY SL,5888.65,,+34666812729,,raffasuntos@gmail.com,ESPAÑA,Hogar y cocina,Paños de cocina,https://www.amazon.es/sp?seller=AW2HBQ6GSN7K1,B22688352,"CALLE VAZQUEZ DE MELLA, NUM 37, ESC.B, PUERTA 15, CASTELLON, ESPAÑA, 12006, ES",,,pendiente,jose@libertyseller.com
Todoparamijardin,Jardinia Productos de Jardín SL,5924.76,,+34638028333,BLASCO ALONSO ANTONIO (Administrador único),Jardiniaelx@gmail.com,ALICANTE,Jardín,Césped artificial,https://www.amazon.es/sp?seller=A2Z0IP7OBKQBNX,B54780499,"Avinguda de Novelda 168, Elche, Alicante, 03206, ES",,,pendiente,jose@libertyseller.com
Movilcom,PROKUBIX TECH S.L,5945.55,,670024737.0,CZURYLO TOMASZ MIROSLAW (Administrador único),info@pilasacasa.com,ALICANTE,Electrónica,Pegatinas de pared para bebé,https://www.amazon.es/sp?seller=A2VQ9U2FP3BU1Z,B42628594,"Avenida de la industria 19, San Vicente del Raspeig, Alicante, 03690, ES",,,pendiente,jose@libertyseller.com
AGROBULL PRODUCTS,AGROBULL PRODUCTS FOR NATURE S.L.,5949.32,,+34 601 07 95 03,GARCIA VIDAL MIGUEL (Administrador único),amazon@agrobull.es,VALÈNCIA,Jardín,Productos químicos de laboratorio,https://www.amazon.es/sp?seller=A2PWIOF7O5V04W,B40541914,"Calle de l'Escultor Juli Lleonard Capuz 12 bajo, Ontinyent, València, 46870, ES",,,pendiente,jose@libertyseller.com
Muxote Potolo Bat,MUXOTE POTOLO BAT SL,5978.6,,+34747412061,LOPEZ RODRIGUEZ GONZALO ANGEL (Apoderado); ARTOLA DENDALUCE MIRYAM (Administrador único),administracion@muxotepotolobat.com,VIZCAYA,Oficina y papelería,Calendarios y suministros de escritorio,https://www.amazon.es/sp?seller=A3LA4WIQBG04S2,B95675625,"CL JUAN DE AJURIAGUERRA, 33 3ºIZDA, Bilbao, Vizcaya, 48009, ES",,,pendiente,jose@libertyseller.com
Mundovery ⭐,DEJAPGROUP S. L.,5993.07,,+34622891536,JOSE JUANOCETE DEL ROSARIO (Socio único),southern.department.spain@gmail.com,GRANADA,Hogar y cocina,Cabeceros de cama,https://www.amazon.es/sp?seller=A31MY9FADO9F8K,B55461982,"Calle Madreselva nª7,Planta 2, Puerta 2, Edificio, Motril, Granada, 18600, ES",,,pendiente,jose@libertyseller.com
KLACK EUROPE,"KLACK EUROPE, SOCIEDAD LIMITADA",6007.34,,+34644973899,MARQUES VAZ IVO (Administrador único),info@klackeurope.com,MADRID,Hogar y cocina,Secadores de pelo,https://www.amazon.es/sp?seller=AAWJZTOEL7AA6,B01761501,"CALLE RESINA, NUMERO 13-15 NAVE 3-1, MADRID, MADRID, 28021, ES",,,pendiente,jose@libertyseller.com
Marinique Essence S.L.,MARINIQUE ESSENCE SL,6021.87,,+34648740788,,mariniquetm@gmail.com,ESPAÑA,Salud y cuidado personal,Cinta y tape,https://www.amazon.es/sp?seller=A25WT18AYMF5Q0,B75738682,"AVENIDA MADRID, NUM 32, PLANTA 13, PUERTA B, LLEIDA, ESPAÑA, 25002, ES",,,pendiente,jose@libertyseller.com
VEXON SPORTS,ENVASES EMBALAJES Y DERIVADOS DE LA MADERA S.L.U,6043.47,,+34671093433,GRAN BERNABE DAVID (Administrador único); JASIURKOWSKI PAWEL GRZEGORZ (Administrador único),envasesedm@hotmail.com,ALICANTE,Deportes y aire libre,Guantes de fitness,https://www.amazon.es/sp?seller=A12QOQ1J7TPIV5,B54722996,"C/Ricardo Leal,2, 5A, Monovar, Alicante, 03640, ES",,,pendiente,jose@libertyseller.com
KAIXUAN VICTORY S.L,KAIXUAN VICTORY S.L,6048.96,,+34692087206,CAI SONGE (Apoderado); HAN XUAN (Apoderado); HAN KAI (Apoderado); HAN DAYONG (Administrador único),kxvictory@163.com,MADRID,Moda,Camisas para trabajos sanitarios,https://www.amazon.es/sp?seller=A18VIP4DNERTBD,B87563656,"CALLE MATARROSA 1, PUERTA LC, FUENLABRADA, MADRID, 28947, ES",,,pendiente,jose@libertyseller.com
Lynxness,NUTRALIA FOODS S.L,6056.95,,+34603015001,sin cargos relevantes,davidrosado@hotmail.es,CASTILLA LA MANCHA,Salud y cuidado personal,Proteínas de suero de leche en suplementos de proteínas,https://www.amazon.es/sp?seller=A3CLZ322HPVOOZ,B10871069,"Calle Mariana Pineda 6 Local Bajo, Ocaña, Castilla La Mancha, 45300, ES",,,pendiente,jose@libertyseller.com
TINYSTORE,"VANGUARDS ONLINE, S.L.",6072.52,,+34630063654,sin cargos relevantes,vanguardsonline@hotmail.com,ALMERÍA,Bebé,Juegos de vajilla,https://www.amazon.es/sp?seller=AIWS5QZFIIJ1E,B75486159,"Calle Felipe II, 5, 4C, Almería, Almería, 04009, ES",,,pendiente,jose@libertyseller.com
BANBROKEN SPAIN S.L,"Banbroken Spain, S.L.",6094.7,,+34624667873,GARCIA MILLAN ANTONIO (Administrador solidario); PERNAS GONZALEZ GABRIEL (Administrador solidario),pedidos@banbroken.com,MÁLAGA,Deportes y aire libre,Rodilleras de voleibol,https://www.amazon.es/sp?seller=A2H2H5SOW7EG8S,B93551323,"Calle Hilera 8, portal 8, 3ºE (edificio escala 2000), Málaga, Málaga, 29007, ES",,,pendiente,jose@libertyseller.com
REBELEVER,REBELEVER S.L.,6112.15,,+34629135134,FALAGAN ZOTES MIGUEL ANGEL (Socio único),mafalaganz@rebelever.com,LEÓN,Bebé,Juegos de vajilla,https://www.amazon.es/sp?seller=A1ETJ9FCO77NYT,B19935915,"Calle Santiago, 12, León, León, 24006, ES",,,pendiente,jose@libertyseller.com
MaxDirect EU,MAX DIRECT EUROPE SL,6188.6,,+34 652 78 64 53,JIANG HUANG FENG (Administrador único),max.direct01@gmail.com,ESPAÑA,Hogar y cocina,Juegos de accesorios para aspiradoras,https://www.amazon.es/sp?seller=A1272GQDJ2777R,B88200902,"AVDA CORDOBA 15 3 C1, MADRID, ESPAÑA, 28026, ES",,,pendiente,jose@libertyseller.com
FARMACIA ORTOPEDIA GARRACHON,GOMEZ GARRACHON EDUARDO,6192.48,,+34913860226,,info@farmaciagarrachon.com,MADRID,Salud y cuidado personal,"Enzimas en medicamentos, remedios y suplementos dietéticos",https://www.amazon.es/sp?seller=A2DJXESEBMTTPK,,,,,pendiente,jose@libertyseller.com
KeslemShop,FEELING STREET S.L.,6216.91,,+34630970259,ENNA OMAR MOHAMED YESLEM (Administrador único),info@keslem.com,ALICANTE,Moda,Zapatillas casual para mujer,https://www.amazon.es/sp?seller=A6IHXHA8XLST3,B54962501,"Avenida Rosa de los vientos, 4 Local 8, Calpe, Alicante, 03710, ES",,,pendiente,jose@libertyseller.com
Norte Organics SL,NORTE ORGANICS COMPLEMENTOS ALIMENTICIOS S.L,6247.3,,+34605178448,GARCIA ESTEBANCRISTINA (Socio único),norteorganics@gmail.com,CANTABRIA,Salud y cuidado personal,"Multivitaminas y minerales en medicamentos, remedios y suplementos dietéticos",https://www.amazon.es/sp?seller=A2BNQ2RPQKGFFV,B72583222,"Avenida de Cantabria 24 PLANTA 7, B, Santander, Cantabria, 39012, ES",,,pendiente,jose@libertyseller.com
BañoIdea,GRUPARSA DIGITAL S.L.,6272.07,,+34651824532,VELA SAINZ ANA MARIA (Administrador único); ARIZA SAEZ AGUSTIN (Administrador único); ARIZA SAEZ MANUEL (Administrador único); SAEZ ARAGON BALBINA (Socio único),gruparsa@gmail.com,CADIZ,Bricolaje y herramientas,Secadores de mano,https://www.amazon.es/sp?seller=A2Y8ZFXXG5RHCL,ESB72220569,"Calle Larga 20, Chiclana, Cádiz, 11130, ES","Primera marcación, contesta comercial no encargado de la cuenta de amazon, indica que trabajan con externa per que enviemos la informacion al correo online@bañoldea.es 21-07-2026.",,pendiente,jose@libertyseller.com
Aromas de Andalucía,SENSAODOR SLU,6284.59,,+34 627 68 79 35,FERNANDEZ PARRA DAVID (Administrador único),aromasandalucia@gmail.com,ALMERÍA,Hogar y cocina,Ambientadores de hogar,https://www.amazon.es/sp?seller=AYUPCDUVA07GO,B04869715,"Calle Semitas, 1, Roquetas de Mar, Almería, 04720, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer mensaje por WhatsApp.",,pendiente,jose@libertyseller.com
Verdeacuaria,VERDEACUARIA S.L,6329.81,,+34692343272,BURCIO ROSAS JAVIER (Socio único),javier.burcio@verdeacuaria.es,ESPAÑA,Productos para mascotas,Tratamientos para el agua de acuarios,https://www.amazon.es/sp?seller=A3VAJQB9ONXBBP,ESB87058863,"CALLE ELFO 120 LOCAL PLANTASYGAMBAS, MADRID, M, 28027, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer mensaje por WhatsApp.",,pendiente,jose@libertyseller.com
ATLMDC,LOAR ENCINAS SL,6368.26,,+34666856952,LORENZO ENCINAS LORENZO (Administrador único); LORENZO ARROYO MIGUEL ANGEL (Administrador único),tecmiguelan@gmail.com,ESPAÑA,Moda,Gorras de béisbol para hombre,https://www.amazon.es/sp?seller=A177I908QIUT2O,B47498480,"CL SIMON RUIZ 11, BAExt, Medina del Campo, ESPAÑA, 47400, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer mensaje por WhatsApp.",,pendiente,jose@libertyseller.com
SKINVITY,FEMTECHNOLOGY SL,6393.69,,+34634257663,MIÑANO NUÑEZ BLANCA (Administrador único),skinvityamazon@gmail.com,MADRID,Belleza,Tonificantes y moldeadores,https://www.amazon.es/sp?seller=AJ63TITK4NPCV,B16846966,"Joaquín Fernández de Ávila 8, Pozuelo de Alarcón, Madrid, 28223, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer mensaje por WhatsApp.",,pendiente,jose@libertyseller.com
BRICOSOL ( Enviamos Baleares y Portugal ),Juan Solano Gonzalez S.L.,6417.23,,+34648071744,SOLANO GONZALEZ JUAN (Administrador solidario); SOLANO ARROYO JUAN CARLOS (Administrador solidario),jucarsol@hotmail.com,CACERES,Bricolaje y herramientas,Carretillas,https://www.amazon.es/sp?seller=A2ERL11FN4QP7F,B10390128,"CTRA EX-206 kM 49, ALMOHARIN, CACERES, 10132, ES","Se agenda cita para el proximo martes 28-07-2026 , estan de vacaciones y la proxima podrian asistir cualquier dia, quiere optimizar la gestion y aumentar las ventas, correo materialesjuansolano@gmail.com asiste: Juan Carlos Solano se programa para 12:00 a 12:30, por google meet.",,pendiente,jose@libertyseller.com
PerpetualTradeCO,"PERPETUAL TRADE, SL",6437.34,,+34606337646,ORO ARESTE JAUME (Administrador único),perpetualtradeco@gmail.com,ESPAÑA,Deportes y aire libre,Colchonetas de yoga,https://www.amazon.es/sp?seller=A65ETQCX8JEQL,B02816825,"Cavallers 51, La Casa de Fusta Espai Creatiu, Lleida, España, 25002, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer mensaje por WhatsApp.",,pendiente,jose@libertyseller.com
DUD13MADRID,DUD13MADRID,6456.24,,+34624075094,sin cargos relevantes,dudtrece@gmail.com,MADRID,Hogar y cocina,Juegos educativos de lectura y escritura,https://www.amazon.es/sp?seller=A1OA14OBFVPCKM,B56787807,"Calle Rio Guadiana 12, 4-C, Leganes, MADRID, 28913, ES","Primera marcación, contesta comercial no encargado de la cuenta de amazon, cuelga la llamada. 21-07-2026",,pendiente,jose@libertyseller.com
SerkaHome,"SERKAHOME, S.L",6471.92,,+34691029694,,info@serkahome.com,CATALUÑA,Hogar y cocina,Soportes para platos,https://www.amazon.es/sp?seller=A67SIKNC31TU7,B75773994,"RAMBLA DE LA MARINA 335, 4º3ª, BARCELONA,HOSPITALET DE LLOBREGAT, CATALUÑA, 08907, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer mensaje por WhatsApp.",,pendiente,jose@libertyseller.com
The Gourmet-Box,"TENAS PARTNERS, S.L.",6483.97,,+34661512383,LASARTE GONZALEZ JULIA. (Administrador único); PLEGUEZUELOS TENORIO JAVIER MANUEL. (Administrador único); LASARTE GONZALEZ JULIA (Administrador único),contact@thegourmet-box.com,ESPAÑA,Alimentación y Bebidas,Surtidos y variedades,https://www.amazon.es/sp?seller=A1TVDUN2LA4Q38,B01927037,"Calle Andrés mellado 106, 6B, Madrid, España, 28003, ES","Contesta encargado pero me indica que en estos momentos esta ocupado, va a guardar mi numero para preguntar algo puntual, se le hace propuesta para enviarle la informacion por WhatsApp 21-07-26.",,pendiente,jose@libertyseller.com
"PEQUINSA , PREPARADOS QUIMICOS DE NAVARRA",PREPARADOS QUIMICOS DE NAVARRA,6493.49,,948310760.0,MILLAN ADRIAN RAMON SIMON (Administrador único); MILLAN ADRIAN RAMON (Administrador solidario); URIZ ECHALECU JOSE ANGEL (Administrador solidario); MILLAN GUTIERREZ PABLO (Apoderado),info@quimica-pequinsa.com,NAVARRA,"Industria, empresas y ciencia",Productos químicos de laboratorio,https://www.amazon.es/sp?seller=A1GO9KLLNCZ9PH,B31065451,"Poligono Morea Norte c/D nº14, Beriain, Navarra, 31191, ES","Se hace primera marcación, contesta y se hace el envio de toda la información por correo electronico info@quimica-pequinsa.com 21-07-2026.",,pendiente,jose@libertyseller.com
Bocono Specialty Coffee,"BOCONO EMBAJADORES , S.L.",6513.96,,+34603370704,,bocono.es@gmail.com,MADRID,Alimentación y Bebidas,Café de grano tostado,https://www.amazon.es/sp?seller=A37YDP2RK5A18N,B88189550,"Calle Embajadores 3, Local Izquierdo, Madrid, MADRID, 28012, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer mensaje por WhatsApp.",,pendiente,jose@libertyseller.com
KERC STORE,"KERCOM, SOCIEDAD LIMITADA",6545.35,,+34657560075,RODRIGUEZ CAMPO KAROLSTHER (Socio único),info@kerc.es,VALLADOLID,Alimentación y Bebidas,Mieles,https://www.amazon.es/sp?seller=A2M990EAXR6ORP,B56369077,"CALLE ADELFA 2, CHALET, VALLADOLID, VALLADOLID, 47008, ES","Se hace primera marcacion, contesta Socio unico y pide que se realice la llamada miercoles 22-07-2026 a las 10:30am.  Se hace marcacion como se habia acordado pero",,pendiente,jose@libertyseller.com
Grupo Farmacéutico,DFT El Globo S.L.,6562.5,,+34606306774,PERERA GONZALEZ ANTONIO (Administrador único); VILLA VILLOTA MARIA BEGOÑA (Apoderado),amazondft@grupofarmaceutico.com,MADRID,Belleza,Aceites corporales,https://www.amazon.es/sp?seller=A143WHOS52OPFT,B38757894,"Calle Oficio 20 Pol. Ind. Los Olivos, Getafe, Madrid, 28906, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer mensaje por WhatsApp.",,pendiente,jose@libertyseller.com
Vita Asanti,Ana Maria Sanchez Tinoco,6572.28,,+34687850157,,vitaasanticapilar@gmail.com,CÁDIZ,Belleza,Tratamientos crecepelos,https://www.amazon.es/sp?seller=A2PTVEN9BP2UHK,52923643E,"Camino de la Perdiz 2B Bateria Colorada, Chiclana de la Frontera, Cádiz, 11130, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer correo electronico.",,pendiente,jose@libertyseller.com
NaturalGlory,"Onemore Supplements, S.L.",6586.8,,+34630976054,,onemore@onemore.shop,BARCELONA,Salud y cuidado personal,Suplementos de potenciadores de testosterona para deportistas,https://www.amazon.es/sp?seller=A2FT62A2LCVPGI,B09994997,"Joan Puig Mestre 10, BJ C Esc. DR, Sitges, Barcelona, 08870, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer correo electronico.",,pendiente,jose@libertyseller.com
productospeluquerialowcost,Alfonso Javier Sanchis Biosca,6613.77,,+34658476700,,alfonso_jsb@hotmail.com,VALENCIA,Belleza,Pomadas para el cuidado del cabello,https://www.amazon.es/sp?seller=A2YGD6F0J341MN,52716480C,"Calle del Pintor Josep Segrelles 31C, ONTINYENT, VALENCIA, 46870, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer correo electronico.",,pendiente,jose@libertyseller.com
INHOGAR,SETALDE SUMINISTROS INTEGRALES S.A.,6647.94,,+34681106242,LAMAS BLANCO CATHERINE. (Apoderado); ROMERO RISCO ANDRES MIGUEL. (Consejero); CASTAÑEDA MARTINMANUEL (Consejero); VILLENA GARCIA DE BIKUÑA JOSE LUIS. (Consejero); MORAZA EIZMENDI MIGUEL ANGEL. (Presidente); GARCIA CORNEJO LUCIA. (Secretario); GARCIACORNEJO LUCIA (Consejero),aelberdin@inhogar.net,GIPUZKOA,Bricolaje y herramientas,Piezas de inodoro,https://www.amazon.es/sp?seller=AF4YMEUA28Y7X,A20077160,"avenida oria nº2, lasarte oria, GUIPUZCOA, 20160, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer correo electronico.",,pendiente,jose@libertyseller.com
rparty,casa weiyi 2018 sl,6695.62,,+34914039306,WU QIAOMIAO (Administrador único),casaweiyi2018@gmail.com,MADRID,Oficina y papelería,Sets de poker,https://www.amazon.es/sp?seller=A32K0EAIBS0V2B,B88196910,"calle Leon felipe 8 2B, fuenlabrada, MADRID, 28942, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer correo electronico.",,pendiente,jose@libertyseller.com
Farmacia Palomar,MARIA JOSE PALOMAR SILVESTRE,6721.93,,+34634041656,,mpalomar@coft.org,TARRAGONA,Alimentación y Bebidas,Bebidas energéticas,https://www.amazon.es/sp?seller=A29KAI7K9HTPX4,ES53093327N,"Calle Disset, 8, FARMACIA, Bonavista, TARRAGONA, 43100, ES","Primera marcacion, No contesta 21-7-26 se hace envio de primer correo electronico.",,pendiente,jose@libertyseller.com
VinoPremier,Andowines S.L.,6774.1,,+34696923914,"CARLOS ANDONEGUI TEIJEIRO (Consejero); ANDONEGUI TEIJEIRO, CARLOS (Administrador solidario); VELASCO BAYON DANIEL (Consejero); MIGUEL PELETEIRO CAMEO (Administrador solidario)",carlos@vinopremier.com,SEGOVIA,Alimentación y Bebidas,Tequilas,https://www.amazon.es/sp?seller=A3SECZ4M6CSJAO,B40230294,"C/ FRANCISCO SILVELA 25, C/ FRANCISCO SILVELA, MADRID, Madrid, 28028, ES","Primera marcacion, No contesta 21-7-26 se hace envio de mensaje de WhatsApp.",,pendiente,jose@libertyseller.com
Magax Global,MAGAX IB SOCIEDAD LIMITADA,6777.74,,+34664378717,,mriveros@magaxglobal.com,ALICANTE,Hogar y cocina,Tarros aislantes para alimentos,https://www.amazon.es/sp?seller=A2MJYDRBIXTH6H,B22556815,"Av. Cataluña 16, 7 edificio BAOBAB, Alicante, Alicante, 03540, ES","Primera marcacion, No contesta 21-7-26 se hace envio de mensaje de WhatsApp.",,pendiente,jose@libertyseller.com
